,Municipality ID,Municipality,Year,Poverty,Extreme Poverty,Moderate Poverty,Population No Vulnerable,Educational Backwardness,Deprivation Quality Housing Spaces,Deprivation Health Services,Deprivation Social Security,Deprivation Basic Services Housing,Deprivation Food Access,Population with at least 1 Social Lack,Population with at least 3 Social Lacks,Income below Welfare Line,Income below Min Welfare Line
176,26059,Santa Cruz,2020,692.0,53.0,639.0,455.0,305.0,123.0,246.0,1006.0,47.0,83.0,1215.0,114.0,976.0,419.0
177,26060,Sáric,2010,667.0,69.0,599.0,108.0,744.0,392.0,612.0,2403.0,382.0,638.0,2554.0,711.0,678.0,216.0
178,26060,Sáric,2015,446.0,52.0,394.0,84.0,428.0,183.0,429.0,1382.0,134.0,384.0,1534.0,375.0,457.0,123.0
179,26060,Sáric,2020,1013.0,119.0,894.0,124.0,539.0,143.0,637.0,1807.0,124.0,412.0,2028.0,358.0,1053.0,484.0
180,26061,Soyopa,2010,256.0,12.0,243.0,225.0,438.0,99.0,460.0,815.0,134.0,93.0,1032.0,262.0,276.0,58.0
181,26061,Soyopa,2015,350.0,44.0,307.0,272.0,425.0,201.0,356.0,924.0,238.0,64.0,1181.0,253.0,371.0,123.0
182,26061,Soyopa,2020,270.0,49.0,220.0,238.0,400.0,148.0,659.0,971.0,230.0,145.0,1201.0,360.0,288.0,86.0
183,26062,Suaqui Grande,2010,330.0,24.0,305.0,113.0,334.0,57.0,457.0,799.0,47.0,215.0,975.0,226.0,359.0,119.0
184,26062,Suaqui Grande,2015,140.0,8.0,132.0,198.0,291.0,61.0,208.0,802.0,56.0,154.0,970.0,117.0,159.0,30.0
185,26062,Suaqui Grande,2020,300.0,21.0,280.0,181.0,306.0,27.0,381.0,780.0,39.0,82.0,964.0,124.0,342.0,112.0
186,26063,Tepache,2010,508.0,56.0,453.0,148.0,379.0,134.0,104.0,1006.0,96.0,313.0,1184.0,218.0,542.0,207.0
187,26063,Tepache,2015,200.0,8.0,192.0,227.0,280.0,43.0,151.0,858.0,89.0,135.0,1033.0,88.0,219.0,53.0
188,26063,Tepache,2020,396.0,22.0,373.0,197.0,250.0,32.0,166.0,782.0,27.0,204.0,985.0,87.0,468.0,170.0
189,26064,Trincheras,2010,613.0,79.0,533.0,182.0,537.0,271.0,410.0,1185.0,461.0,298.0,1488.0,457.0,655.0,223.0
190,26064,Trincheras,2015,360.0,34.0,326.0,203.0,434.0,127.0,209.0,1198.0,218.0,267.0,1414.0,245.0,379.0,103.0
191,26064,Trincheras,2020,443.0,37.0,406.0,208.0,321.0,100.0,538.0,1051.0,60.0,91.0,1225.0,196.0,481.0,159.0
192,26065,Tubutama,2010,450.0,29.0,422.0,99.0,489.0,136.0,329.0,1469.0,262.0,316.0,1620.0,355.0,461.0,148.0
193,26065,Tubutama,2015,276.0,14.0,262.0,115.0,310.0,93.0,110.0,955.0,161.0,190.0,1108.0,155.0,293.0,82.0
194,26065,Tubutama,2020,544.0,43.0,501.0,96.0,391.0,81.0,313.0,1298.0,92.0,282.0,1453.0,218.0,564.0,208.0
195,26066,Ures,2010,2720.0,202.0,2518.0,1628.0,1723.0,598.0,1615.0,4943.0,700.0,614.0,6090.0,937.0,3276.0,1140.0
196,26066,Ures,2015,1686.0,65.0,1621.0,2333.0,1728.0,388.0,520.0,5206.0,368.0,1028.0,6431.0,518.0,1969.0,453.0
197,26066,Ures,2020,1900.0,127.0,1773.0,2227.0,1710.0,310.0,732.0,5219.0,378.0,1351.0,6519.0,622.0,2259.0,594.0
198,26067,Villa Hidalgo,2010,277.0,14.0,263.0,502.0,409.0,78.0,341.0,937.0,29.0,117.0,1171.0,164.0,341.0,110.0
199,26067,Villa Hidalgo,2015,314.0,15.0,299.0,547.0,277.0,40.0,184.0,779.0,72.0,72.0,962.0,78.0,387.0,124.0
200,26067,Villa Hidalgo,2020,358.0,29.0,328.0,476.0,293.0,58.0,286.0,683.0,38.0,148.0,920.0,146.0,484.0,164.0
201,26068,Villa Pesqueira,2010,443.0,24.0,420.0,149.0,297.0,73.0,312.0,917.0,99.0,42.0,1061.0,148.0,488.0,184.0
202,26068,Villa Pesqueira,2015,472.0,21.0,450.0,230.0,260.0,31.0,208.0,737.0,76.0,96.0,923.0,96.0,547.0,181.0
203,26068,Villa Pesqueira,2020,267.0,35.0,232.0,205.0,205.0,78.0,396.0,686.0,110.0,124.0,874.0,145.0,299.0,107.0
204,26069,Yécora,2010,4391.0,1832.0,2560.0,231.0,2043.0,1609.0,3319.0,5284.0,3791.0,2057.0,5865.0,3624.0,4552.0,2596.0
205,26069,Yécora,2015,4474.0,1145.0,3329.0,323.0,1811.0,1029.0,1084.0,5039.0,2914.0,862.0,5708.0,2038.0,4682.0,2557.0
206,26069,Yécora,2020,3821.0,1418.0,2402.0,158.0,1718.0,1015.0,1007.0,4129.0,2003.0,1727.0,4765.0,1980.0,4002.0,2646.0
207,26070,General Plutarco Elías Calles,2010,5448.0,997.0,4451.0,966.0,2565.0,1753.0,5530.0,8209.0,1968.0,1079.0,9465.0,3052.0,6142.0,2354.0
208,26070,General Plutarco Elías Calles,2015,,,,,,,,,,,,,,
209,26070,General Plutarco Elías Calles,2020,6507.0,756.0,5751.0,2027.0,2604.0,1323.0,4822.0,9937.0,978.0,3398.0,11710.0,2851.0,7056.0,2309.0
210,26071,Benito Juárez,2010,10656.0,2651.0,8005.0,2087.0,3855.0,4628.0,4641.0,14397.0,7470.0,7606.0,17704.0,7888.0,11477.0,4125.0
211,26071,Benito Juárez,2015,9713.0,1144.0,8569.0,3237.0,3646.0,3789.0,2304.0,12988.0,3359.0,7407.0,17274.0,4532.0,11612.0,3448.0
212,26071,Benito Juárez,2020,11652.0,2038.0,9614.0,3347.0,3657.0,3359.0,5425.0,13474.0,5387.0,8903.0,18556.0,6179.0,13334.0,4988.0
213,26072,San Ignacio Río Muerto,2010,8863.0,2271.0,6592.0,1161.0,2924.0,4912.0,3841.0,10740.0,8656.0,10224.0,14726.0,8518.0,9248.0,2997.0
214,26072,San Ignacio Río Muerto,2015,8108.0,1531.0,6576.0,1387.0,2862.0,3086.0,1625.0,8537.0,5710.0,5363.0,12158.0,4687.0,9047.0,3023.0
215,26072,San Ignacio Río Muerto,2020,9675.0,2202.0,7473.0,1467.0,3427.0,4012.0,4041.0,10014.0,8774.0,6514.0,14638.0,6548.0,10492.0,3944.0
